Symbol,Entry Date,Exit Date,Quantity,Buy Value,Sell Value,Actualised Profit,Buy Price Per Unit,Sell Price Per Unit,Buy Condition 50 DMA,Buy Condition 200 DMA,Entry 50 DMA Value,Entry 200 DMA Value,DMA Diff on Entry,Sell Condition 50 DMA,Sell Condition 200 DMA,Exit 50 DMA Value,Exit 200 DMA Value,DMA Diff on Exit,Buy Verdict,Current Price,Price Change Since Sell,Sell Verdict,Opportunity Cost/Gain,Actualised Profit (Formatted),Entry FY,Exit FY
JSFB,2024-04-30,2024-04-30,8,4534.0,4772.4,238.4,566.75,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,"-1,143.60",238.40,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,1,566.75,596.55,29.8,566.75,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,-142.95,29.80,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,15,8501.25,8948.25,447.0,566.75,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,"-2,144.25",447.00,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,15,8502.0,8948.25,446.25,566.8,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,"-2,144.25",446.25,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,8,4534.4,4772.4,238.0,566.8,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,"-1,143.60",238.00,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,11,6235.35,6562.05,326.7,566.85,596.5500000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,"-1,572.45",326.70,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,4,2267.6,2386.2,118.6,566.9,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,-571.80,118.60,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,25,14172.5,14913.75,741.25,566.9,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,"-3,573.75",741.25,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,4,2267.6,2386.2,118.6,566.9,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,-571.80,118.60,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,1,566.9,596.55,29.65,566.9,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,-142.95,29.65,FY 2024-25,FY 2024-25
JSFB,2024-04-30,2024-04-30,8,4535.6,4772.4,236.8,566.95,596.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-23.96%,Good call,"-1,143.60",236.80,FY 2024-25,FY 2024-25
EASEMYTRIP,2024-05-07,2024-05-07,1,44.6,45.15,0.55,44.6,45.15,-3.28%,+3.26%,22.90,21.45,+6.75%,-3.28%,+3.26%,22.90,21.45,+6.75%,Good call,7.980000019073486,-82.33%,Good call,-37.17,0.55,FY 2024-25,FY 2024-25
SELAN,2024-05-07,2024-05-07,20,13177.0,14177.0,1000.0,658.85,708.85,+34.76%,+54.49%,525.46,458.33,+14.65%,+34.76%,+54.49%,525.46,458.33,+14.65%,Good call,515.2000122070312,-27.32%,Good call,"-3,873.00","1,000.00",FY 2024-25,FY 2024-25
SELAN,2024-05-07,2024-05-07,15,10560.75,10650.75,90.0,704.05,710.05,+34.76%,+54.49%,525.46,458.33,+14.65%,+34.76%,+54.49%,525.46,458.33,+14.65%,Good call,515.2000122070312,-27.44%,Good call,"-2,922.75",90.00,FY 2024-25,FY 2024-25
SELAN,2024-05-07,2024-05-07,5,3520.25,3550.0,29.75,704.05,710.0,+34.76%,+54.49%,525.46,458.33,+14.65%,+34.76%,+54.49%,525.46,458.33,+14.65%,Good call,515.2000122070312,-27.44%,Good call,-974.00,29.75,FY 2024-25,FY 2024-25
SELAN,2024-05-07,2024-05-07,20,14221.0,14200.0,-21.0,711.05,710.0,+34.76%,+54.49%,525.46,458.33,+14.65%,+34.76%,+54.49%,525.46,458.33,+14.65%,Bad call,515.2000122070312,-27.44%,Good call,"-3,896.00",-21.00,FY 2024-25,FY 2024-25
ITDCEM,2024-09-26,2024-09-26,2,1077.0,1077.0,0.0,538.5,538.5,+3.07%,+34.20%,521.90,400.83,+30.20%,+3.07%,+34.20%,521.90,400.83,+30.20%,Break-even,799.6500244140625,48.50%,Wrong early sell,522.30,0.00,FY 2024-25,FY 2024-25
ITDCEM,2024-09-26,2024-09-26,8,4308.0,4308.0,0.0,538.5,538.5,+3.07%,+34.20%,521.90,400.83,+30.20%,+3.07%,+34.20%,521.90,400.83,+30.20%,Break-even,799.6500244140625,48.50%,Wrong early sell,"2,089.20",0.00,FY 2024-25,FY 2024-25
NETWEB,2024-10-03,2024-10-03,1,2417.2,2465.0,47.8,2417.2,2465.0,-4.76%,+21.16%,2512.87,1975.28,+27.22%,-4.76%,+21.16%,2512.87,1975.28,+27.22%,Good call,3911.0,58.66%,Wrong early sell,"1,446.00",47.80,FY 2024-25,FY 2024-25
NETWEB,2024-10-03,2024-10-03,1,2391.05,2465.0,73.95,2391.05,2465.0,-4.76%,+21.16%,2512.87,1975.28,+27.22%,-4.76%,+21.16%,2512.87,1975.28,+27.22%,Good call,3911.0,58.66%,Wrong early sell,"1,446.00",73.95,FY 2024-25,FY 2024-25
NETWEB,2024-10-03,2024-10-03,3,7173.15,7392.3,219.15,2391.0499999999997,2464.1,-4.76%,+21.16%,2512.87,1975.28,+27.22%,-4.76%,+21.16%,2512.87,1975.28,+27.22%,Good call,3911.0,58.72%,Wrong early sell,"4,340.70",219.15,FY 2024-25,FY 2024-25
AVL,2024-10-03,2024-10-03,1,480.9,480.0,-0.9,480.9,480.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bad call,567.9500122070312,18.32%,Wrong early sell,87.95,-0.90,FY 2024-25,FY 2024-25
JINDALSAW,2024-10-03,2024-10-03,3,2171.55,2172.3,0.75,723.85,724.1,+4.93%,+29.72%,334.03,270.19,+23.62%,+4.93%,+29.72%,334.03,270.19,+23.62%,Good call,179.0,-75.28%,Good call,"-1,635.30",0.75,FY 2024-25,FY 2024-25
MONARCH,2024-10-03,2024-10-03,1,381.05,387.55,6.5,381.05,387.55,-1.75%,+26.46%,388.00,301.44,+28.71%,-1.75%,+26.46%,388.00,301.44,+28.71%,Good call,310.5,-19.88%,Good call,-77.05,6.50,FY 2024-25,FY 2024-25
TATAMOTORS,2024-10-03,2024-10-03,6,5654.7,5604.6,-50.1,942.4499999999999,934.1,-11.50%,-3.01%,1037.09,946.27,+9.60%,-11.50%,-3.01%,1037.09,946.27,+9.60%,Bad call,403.29998779296875,-56.82%,Good call,"-3,184.80",-50.10,FY 2024-25,FY 2024-25
NCC,2024-10-07,2024-10-07,20,5814.0,5884.0,70.0,290.7,294.2,-6.43%,+11.39%,314.49,264.17,+19.05%,-6.43%,+11.39%,314.49,264.17,+19.05%,Good call,213.5500030517578,-27.41%,Good call,"-1,613.00",70.00,FY 2024-25,FY 2024-25
ABB,2024-10-07,2024-10-07,1,7854.65,7766.75,-87.9,7854.65,7766.75,-0.66%,+14.88%,7747.68,6699.55,+15.64%,-0.66%,+14.88%,7747.68,6699.55,+15.64%,Bad call,5238.0,-32.56%,Good call,"-2,528.75",-87.90,FY 2024-25,FY 2024-25
ABB,2024-10-07,2024-10-07,1,7854.65,7766.5,-88.15,7854.65,7766.5,-0.66%,+14.88%,7747.68,6699.55,+15.64%,-0.66%,+14.88%,7747.68,6699.55,+15.64%,Bad call,5238.0,-32.56%,Good call,"-2,528.50",-88.15,FY 2024-25,FY 2024-25
KAYNES,2024-10-07,2024-10-07,2,9694.7,9772.8,78.1,4847.35,4886.4,-1.09%,+38.80%,4924.39,3509.21,+40.33%,-1.09%,+38.80%,4924.39,3509.21,+40.33%,Good call,6735.0,37.83%,Wrong early sell,"3,697.20",78.10,FY 2024-25,FY 2024-25
PRECWIRE,2024-10-07,2024-10-07,30,5727.0,5322.6,-404.4,190.9,177.42000000000002,-0.50%,+20.26%,175.65,145.33,+20.86%,-0.50%,+20.26%,175.65,145.33,+20.86%,Bad call,211.0,18.93%,Wrong early sell,"1,007.40",-404.40,FY 2024-25,FY 2024-25
PRECWIRE,2024-10-07,2024-10-07,30,5670.0,5322.6,-347.4,189.0,177.42000000000002,-0.50%,+20.26%,175.65,145.33,+20.86%,-0.50%,+20.26%,175.65,145.33,+20.86%,Bad call,211.0,18.93%,Wrong early sell,"1,007.40",-347.40,FY 2024-25,FY 2024-25
PRECWIRE,2024-10-07,2024-10-07,10,1784.0,1774.2,-9.8,178.4,177.42000000000002,-0.50%,+20.26%,175.65,145.33,+20.86%,-0.50%,+20.26%,175.65,145.33,+20.86%,Bad call,211.0,18.93%,Wrong early sell,335.80,-9.80,FY 2024-25,FY 2024-25
TALBROAUTO,2024-10-21,2024-10-21,20,5970.0,6007.0,37.0,298.5,300.35,-12.55%,-4.74%,334.62,307.20,+8.93%,-12.55%,-4.74%,334.62,307.20,+8.93%,Good call,289.1000061035156,-3.75%,Good call,-225.00,37.00,FY 2024-25,FY 2024-25
MAHABANK,2024-10-22,2024-10-22,10,518.4,494.8,-23.6,51.839999999999996,49.480000000000004,-17.08%,-19.00%,57.41,58.77,-2.31%,-17.08%,-19.00%,57.41,58.77,-2.31%,Bad call,59.20000076293945,19.64%,Wrong early sell,97.20,-23.60,FY 2024-25,FY 2024-25
NCC,2024-10-22,2024-10-22,10,2891.0,2910.5,19.5,289.1,291.05,-6.32%,+6.36%,308.29,271.54,+13.54%,-6.32%,+6.36%,308.29,271.54,+13.54%,Good call,213.5500030517578,-26.63%,Good call,-775.00,19.50,FY 2024-25,FY 2024-25
PRECWIRE,2024-10-22,2024-10-22,1,191.33,191.25,-0.08,191.33,191.25,+0.38%,+25.47%,187.48,149.99,+25.00%,+0.38%,+25.47%,187.48,149.99,+25.00%,Bad call,211.0,10.33%,Wrong early sell,19.75,-0.08,FY 2024-25,FY 2024-25
PRECWIRE,2024-10-22,2024-10-22,19,3635.46,3633.75,-1.71,191.34,191.25,+0.38%,+25.47%,187.48,149.99,+25.00%,+0.38%,+25.47%,187.48,149.99,+25.00%,Bad call,211.0,10.33%,Wrong early sell,375.25,-1.71,FY 2024-25,FY 2024-25
SIEMENS,2024-10-24,2024-10-24,3,20300.1,20565.0,264.9,6766.7,6855.0,-3.49%,+11.08%,4150.60,3606.05,+15.10%,-3.49%,+11.08%,4150.60,3606.05,+15.10%,Good call,3155.60009765625,-53.97%,Good call,"-11,098.20",264.90,FY 2024-25,FY 2024-25
ABB,2024-10-24,2024-10-24,1,7606.1,7649.95,43.85,7606.1,7649.95,-4.09%,+9.40%,7911.06,6935.49,+14.07%,-4.09%,+9.40%,7911.06,6935.49,+14.07%,Good call,5238.0,-31.53%,Good call,"-2,411.95",43.85,FY 2024-25,FY 2024-25
ABB,2024-10-24,2024-10-24,2,15212.2,15299.9,87.7,7606.1,7649.95,-4.09%,+9.40%,7911.06,6935.49,+14.07%,-4.09%,+9.40%,7911.06,6935.49,+14.07%,Good call,5238.0,-31.53%,Good call,"-4,823.90",87.70,FY 2024-25,FY 2024-25
ABB,2024-10-25,2024-10-25,1,7441.25,7586.85,145.6,7441.25,7586.85,-5.63%,+7.37%,7906.60,6949.59,+13.77%,-5.63%,+7.37%,7906.60,6949.59,+13.77%,Good call,5238.0,-30.96%,Good call,"-2,348.85",145.60,FY 2024-25,FY 2024-25
ABB,2024-10-25,2024-10-25,1,7441.25,7586.85,145.6,7441.25,7586.85,-5.63%,+7.37%,7906.60,6949.59,+13.77%,-5.63%,+7.37%,7906.60,6949.59,+13.77%,Good call,5238.0,-30.96%,Good call,"-2,348.85",145.60,FY 2024-25,FY 2024-25
CDSL,2024-10-25,2024-10-25,2,2797.2,2860.3,63.1,1398.6,1430.15,-2.88%,+26.26%,1449.23,1114.78,+30.00%,-2.88%,+26.26%,1449.23,1114.78,+30.00%,Good call,1636.5,14.43%,Wrong early sell,412.70,63.10,FY 2024-25,FY 2024-25
TRENT,2024-10-25,2024-10-25,2,14301.0,14760.1,459.1,7150.5,7380.05,-0.52%,+42.39%,7393.82,5165.53,+43.14%,-0.52%,+42.39%,7393.82,5165.53,+43.14%,Good call,4798.7001953125,-34.98%,Good call,"-5,162.70",459.10,FY 2024-25,FY 2024-25
NCC,2024-11-12,2024-11-12,1,296.7,297.7,1.0,296.7,297.7,-3.04%,+4.65%,302.48,280.24,+7.94%,-3.04%,+4.65%,302.48,280.24,+7.94%,Good call,213.5500030517578,-28.27%,Good call,-84.15,1.00,FY 2024-25,FY 2024-25
PRESTIGE,2024-11-13,2024-11-13,1,1518.55,1535.0,16.45,1518.55,1535.0,-14.04%,-3.06%,1765.79,1565.79,+12.77%,-14.04%,-3.06%,1765.79,1565.79,+12.77%,Good call,1780.0,15.96%,Wrong early sell,245.00,16.45,FY 2024-25,FY 2024-25
PRESTIGE,2024-11-13,2024-11-13,1,1518.6,1535.0,16.4,1518.6,1535.0,-14.04%,-3.06%,1765.79,1565.79,+12.77%,-14.04%,-3.06%,1765.79,1565.79,+12.77%,Good call,1780.0,15.96%,Wrong early sell,245.00,16.40,FY 2024-25,FY 2024-25
CDSL,2024-12-04,2024-12-04,10,16880.0,16905.5,25.5,1688.0,1690.55,+13.00%,+42.30%,1508.56,1197.94,+25.93%,+13.00%,+42.30%,1508.56,1197.94,+25.93%,Good call,1636.5,-3.20%,Good call,-540.50,25.50,FY 2024-25,FY 2024-25
PERSISTENT,2025-01-08,2025-01-08,3,18701.25,18446.4,-254.85,6233.75,6148.8,+3.02%,+28.59%,6011.39,4816.12,+24.82%,+3.02%,+28.59%,6011.39,4816.12,+24.82%,Bad call,5878.10009765625,-4.40%,Good call,-812.10,-254.85,FY 2024-25,FY 2024-25
SIYSIL,2023-08-17,2024-06-05,1,529.55,439.4,-90.15,529.55,439.4,-3.26%,+3.63%,525.18,490.30,+7.11%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.68%,Wrong early sell,288.60,-90.15,FY 2023-24,FY 2024-25
SIYSIL,2023-08-17,2024-06-05,1,529.55,439.35,-90.2,529.55,439.35,-3.26%,+3.63%,525.18,490.30,+7.11%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.70%,Wrong early sell,288.65,-90.20,FY 2023-24,FY 2024-25
SIYSIL,2023-08-17,2024-06-05,4,2118.4,1757.4,-361.0,529.6,439.35,-3.26%,+3.63%,525.18,490.30,+7.11%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.70%,Wrong early sell,"1,154.60",-361.00,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-04,2024-04-25,1,637.3,542.6,-94.7,637.3,542.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bad call,,N/A,No data,N/A,-94.70,FY 2023-24,FY 2024-25
SIYSIL,2023-09-04,2024-06-05,5,2686.5,2196.75,-489.75,537.3,439.35,-0.35%,+5.58%,522.39,493.04,+5.95%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.70%,Wrong early sell,"1,443.25",-489.75,FY 2023-24,FY 2024-25
SIYSIL,2023-09-04,2024-06-05,5,2686.5,2196.75,-489.75,537.3,439.35,-0.35%,+5.58%,522.39,493.04,+5.95%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.70%,Wrong early sell,"1,443.25",-489.75,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-05,2024-04-25,4,2483.4,2170.4,-313.0,620.85,542.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bad call,,N/A,No data,N/A,-313.00,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-05,2024-07-10,3,1862.55,2223.45,360.9,620.85,741.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,360.90,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-05,2024-07-10,1,620.85,740.6,119.75,620.85,740.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,119.75,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-05,2024-07-10,1,620.85,740.6,119.75,620.85,740.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,119.75,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-05,2024-07-10,1,620.9,740.6,119.7,620.9,740.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,119.70,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-07,2024-07-10,8,5044.0,5924.8,880.8,630.5,740.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,880.80,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-07,2024-07-10,6,3783.0,4443.3,660.3,630.5,740.5500000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,660.30,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-07,2024-08-13,3,1891.5,1972.95,81.45,630.5,657.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,81.45,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-07,2024-08-26,12,7566.0,7766.4,200.4,630.5,647.1999999999999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,200.40,FY 2023-24,FY 2024-25
ATULAUTO,2023-09-07,2024-08-26,30,18918.0,19416.0,498.0,630.6,647.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,498.00,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,1,551.75,439.35,-112.4,551.75,439.35,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.70%,Wrong early sell,288.65,-112.40,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,3,1657.95,1318.05,-339.9,552.65,439.34999999999997,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.70%,Wrong early sell,865.95,-339.90,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,1,552.65,439.3,-113.35,552.65,439.3,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.72%,Wrong early sell,288.70,-113.35,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,1,552.65,439.1,-113.55,552.65,439.1,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.79%,Wrong early sell,288.90,-113.55,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,5,2763.25,2195.25,-568.0,552.65,439.05,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,"1,444.75",-568.00,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,1,552.65,439.05,-113.6,552.65,439.05,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-113.60,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,1,552.65,439.05,-113.6,552.65,439.05,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-113.60,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,1,552.65,439.05,-113.6,552.65,439.05,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-113.60,FY 2023-24,FY 2024-25
SIYSIL,2023-10-09,2024-06-05,5,2763.25,2195.25,-568.0,552.65,439.05,-0.91%,+6.34%,535.09,498.61,+7.32%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,"1,444.75",-568.00,FY 2023-24,FY 2024-25
SIYSIL,2023-10-13,2024-06-05,1,542.45,439.05,-103.4,542.45,439.05,-2.33%,+4.86%,535.48,498.74,+7.37%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-103.40,FY 2023-24,FY 2024-25
SIYSIL,2023-10-13,2024-06-05,5,2712.25,2195.25,-517.0,542.45,439.05,-2.33%,+4.86%,535.48,498.74,+7.37%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,"1,444.75",-517.00,FY 2023-24,FY 2024-25
SIYSIL,2023-10-13,2024-06-05,1,542.45,439.05,-103.4,542.45,439.05,-2.33%,+4.86%,535.48,498.74,+7.37%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-103.40,FY 2023-24,FY 2024-25
SIYSIL,2023-10-13,2024-06-05,5,2712.25,2195.25,-517.0,542.45,439.05,-2.33%,+4.86%,535.48,498.74,+7.37%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,"1,444.75",-517.00,FY 2023-24,FY 2024-25
SIYSIL,2023-10-13,2024-06-05,1,542.45,439.05,-103.4,542.45,439.05,-2.33%,+4.86%,535.48,498.74,+7.37%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-103.40,FY 2023-24,FY 2024-25
SIYSIL,2023-10-13,2024-06-05,5,2712.25,2195.25,-517.0,542.45,439.05,-2.33%,+4.86%,535.48,498.74,+7.37%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,"1,444.75",-517.00,FY 2023-24,FY 2024-25
SIYSIL,2023-10-13,2024-06-05,1,542.45,439.05,-103.4,542.45,439.05,-2.33%,+4.86%,535.48,498.74,+7.37%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-103.40,FY 2023-24,FY 2024-25
SIYSIL,2023-10-13,2024-06-05,1,542.45,439.05,-103.4,542.45,439.05,-2.33%,+4.86%,535.48,498.74,+7.37%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-103.40,FY 2023-24,FY 2024-25
SIYSIL,2023-10-25,2024-06-05,2,1032.6,878.1,-154.5,516.3,439.05,-5.35%,+1.36%,535.02,499.62,+7.09%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,577.90,-154.50,FY 2023-24,FY 2024-25
SIYSIL,2023-10-25,2024-06-05,1,516.45,439.05,-77.4,516.45,439.05,-5.35%,+1.36%,535.02,499.62,+7.09%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.81%,Wrong early sell,288.95,-77.40,FY 2023-24,FY 2024-25
SIYSIL,2023-10-25,2024-06-05,11,5680.95,4829.0,-851.95,516.4499999999999,439.0,-5.35%,+1.36%,535.02,499.62,+7.09%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.83%,Wrong early sell,"3,179.00",-851.95,FY 2023-24,FY 2024-25
SIYSIL,2023-10-25,2024-06-05,4,2066.0,1756.0,-310.0,516.5,439.0,-5.35%,+1.36%,535.02,499.62,+7.09%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.83%,Wrong early sell,"1,156.00",-310.00,FY 2023-24,FY 2024-25
SIYSIL,2023-10-25,2024-06-05,1,516.5,438.95,-77.55,516.5,438.95,-5.35%,+1.36%,535.02,499.62,+7.09%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,289.05,-77.55,FY 2023-24,FY 2024-25
SIYSIL,2023-10-25,2024-06-05,1,516.5,438.95,-77.55,516.5,438.95,-5.35%,+1.36%,535.02,499.62,+7.09%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,289.05,-77.55,FY 2023-24,FY 2024-25
SIYSIL,2023-11-03,2024-06-05,1,519.65,438.95,-80.7,519.65,438.95,-6.11%,+0.21%,533.43,499.80,+6.73%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,289.05,-80.70,FY 2023-24,FY 2024-25
SIYSIL,2023-11-03,2024-06-05,1,519.65,438.95,-80.7,519.65,438.95,-6.11%,+0.21%,533.43,499.80,+6.73%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,289.05,-80.70,FY 2023-24,FY 2024-25
SIYSIL,2023-11-03,2024-06-05,2,1039.3,877.9,-161.4,519.65,438.95,-6.11%,+0.21%,533.43,499.80,+6.73%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,578.10,-161.40,FY 2023-24,FY 2024-25
SIYSIL,2023-11-03,2024-06-05,1,519.65,438.95,-80.7,519.65,438.95,-6.11%,+0.21%,533.43,499.80,+6.73%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,289.05,-80.70,FY 2023-24,FY 2024-25
SIYSIL,2023-11-03,2024-06-05,3,1558.95,1316.85,-242.1,519.65,438.95,-6.11%,+0.21%,533.43,499.80,+6.73%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,867.15,-242.10,FY 2023-24,FY 2024-25
SIYSIL,2023-11-03,2024-06-05,2,1039.9,877.9,-162.0,519.95,438.95,-6.11%,+0.21%,533.43,499.80,+6.73%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,578.10,-162.00,FY 2023-24,FY 2024-25
SIYSIL,2023-11-10,2024-06-05,3,1586.25,1316.85,-269.4,528.75,438.95,-5.24%,+1.12%,533.54,499.96,+6.72%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.85%,Wrong early sell,867.15,-269.40,FY 2023-24,FY 2024-25
SIYSIL,2023-11-10,2024-06-05,1,528.75,438.9,-89.85,528.75,438.9,-5.24%,+1.12%,533.54,499.96,+6.72%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.87%,Wrong early sell,289.10,-89.85,FY 2023-24,FY 2024-25
