Symbol,Entry Date,Exit Date,Quantity,Buy Value,Sell Value,Actualised Profit,Buy Price Per Unit,Sell Price Per Unit,Buy Condition 50 DMA,Buy Condition 200 DMA,Entry 50 DMA Value,Entry 200 DMA Value,DMA Diff on Entry,Sell Condition 50 DMA,Sell Condition 200 DMA,Exit 50 DMA Value,Exit 200 DMA Value,DMA Diff on Exit,Buy Verdict,Current Price,Price Change Since Sell,Sell Verdict,Opportunity Cost/Gain,Actualised Profit (Formatted),Entry FY,Exit FY
JLHL,2025-05-05,2025-06-13,1,1448.2,1532.6,84.4,1448.2,1532.6,-3.86%,-0.38%,1507.31,1454.67,+3.62%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.84%,Good call,-12.80,84.40,FY 2025-26,FY 2025-26
JLHL,2025-05-05,2025-06-13,1,1448.2,1532.1,83.9,1448.2,1532.1,-3.86%,-0.38%,1507.31,1454.67,+3.62%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.80%,Good call,-12.30,83.90,FY 2025-26,FY 2025-26
JLHL,2025-05-05,2025-06-13,1,1448.2,1531.85,83.65,1448.2,1531.85,-3.86%,-0.38%,1507.31,1454.67,+3.62%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.79%,Good call,-12.05,83.65,FY 2025-26,FY 2025-26
JLHL,2025-05-05,2025-06-13,2,2896.4,3063.6,167.2,1448.2,1531.8,-3.86%,-0.38%,1507.31,1454.67,+3.62%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.78%,Good call,-24.00,167.20,FY 2025-26,FY 2025-26
INDHOTEL,2025-05-06,2025-05-07,2,1526.9,1500.0,-26.9,763.45,750.0,-3.44%,+1.78%,777.78,737.90,+5.40%,-1.96%,+3.34%,778.65,738.76,+5.40%,Bad call,746.5499877929688,-0.46%,Good call,-6.90,-26.90,FY 2025-26,FY 2025-26
INDHOTEL,2025-05-06,2025-05-07,8,6107.6,6000.0,-107.6,763.45,750.0,-3.44%,+1.78%,777.78,737.90,+5.40%,-1.96%,+3.34%,778.65,738.76,+5.40%,Bad call,746.5499877929688,-0.46%,Good call,-27.60,-107.60,FY 2025-26,FY 2025-26
INDHOTEL,2025-05-06,2025-05-07,1,763.45,750.0,-13.45,763.45,750.0,-3.44%,+1.78%,777.78,737.90,+5.40%,-1.96%,+3.34%,778.65,738.76,+5.40%,Bad call,746.5499877929688,-0.46%,Good call,-3.45,-13.45,FY 2025-26,FY 2025-26
INDHOTEL,2025-05-06,2025-05-07,19,14505.55,14250.0,-255.55,763.4499999999999,750.0,-3.44%,+1.78%,777.78,737.90,+5.40%,-1.96%,+3.34%,778.65,738.76,+5.40%,Bad call,746.5499877929688,-0.46%,Good call,-65.55,-255.55,FY 2025-26,FY 2025-26
SHAILY,2025-05-06,2025-05-14,8,12656.0,13603.2,947.2,1582.0,1700.4,-5.74%,+20.30%,1639.42,1284.61,+27.62%,+2.33%,+30.34%,1667.63,1309.36,+27.36%,Good call,2539.699951171875,49.36%,Wrong early sell,"6,714.40",947.20,FY 2025-26,FY 2025-26
SHAILY,2025-05-06,2025-05-14,2,3164.0,3400.8,236.8,1582.0,1700.4,-5.74%,+20.30%,1639.42,1284.61,+27.62%,+2.33%,+30.34%,1667.63,1309.36,+27.36%,Good call,2539.699951171875,49.36%,Wrong early sell,"1,678.60",236.80,FY 2025-26,FY 2025-26
ETERNAL,2025-05-06,2025-05-15,10,2363.0,2425.8,62.8,236.3,242.58,+5.13%,-6.24%,221.30,248.13,-10.82%,+9.07%,-2.45%,222.41,248.67,-10.56%,Good call,333.70001220703125,37.56%,Wrong early sell,911.20,62.80,FY 2025-26,FY 2025-26
HCG,2025-05-06,2025-05-20,4,2290.2,2464.6,174.4,572.55,616.15,+6.50%,+20.79%,529.24,466.65,+13.41%,+10.51%,+26.36%,546.70,478.13,+14.34%,Good call,720.9000244140625,17.00%,Wrong early sell,419.00,174.40,FY 2025-26,FY 2025-26
HCG,2025-05-06,2025-05-20,5,2862.75,3080.5,217.75,572.55,616.1,+6.50%,+20.79%,529.24,466.65,+13.41%,+10.51%,+26.36%,546.70,478.13,+14.34%,Good call,720.9000244140625,17.01%,Wrong early sell,524.00,217.75,FY 2025-26,FY 2025-26
HCG,2025-05-06,2025-05-20,1,572.5,616.1,43.6,572.5,616.1,+6.50%,+20.79%,529.24,466.65,+13.41%,+10.51%,+26.36%,546.70,478.13,+14.34%,Good call,720.9000244140625,17.01%,Wrong early sell,104.80,43.60,FY 2025-26,FY 2025-26
HCG,2025-05-07,2025-05-20,1,555.65,616.1,60.45,555.65,616.1,+4.16%,+18.16%,530.47,467.61,+13.44%,+10.51%,+26.36%,546.70,478.13,+14.34%,Good call,720.9000244140625,17.01%,Wrong early sell,104.80,60.45,FY 2025-26,FY 2025-26
HCG,2025-05-07,2025-05-20,8,4445.2,4928.8,483.6,555.65,616.1,+4.16%,+18.16%,530.47,467.61,+13.44%,+10.51%,+26.36%,546.70,478.13,+14.34%,Good call,720.9000244140625,17.01%,Wrong early sell,838.40,483.60,FY 2025-26,FY 2025-26
HCG,2025-05-07,2025-05-20,5,2778.25,3080.5,302.25,555.65,616.1,+4.16%,+18.16%,530.47,467.61,+13.44%,+10.51%,+26.36%,546.70,478.13,+14.34%,Good call,720.9000244140625,17.01%,Wrong early sell,524.00,302.25,FY 2025-26,FY 2025-26
HCG,2025-05-07,2025-05-27,1,555.65,552.0,-3.65,555.65,552.0,+4.16%,+18.16%,530.47,467.61,+13.44%,-3.61%,+10.36%,553.78,483.67,+14.50%,Bad call,720.9000244140625,30.60%,Wrong early sell,168.90,-3.65,FY 2025-26,FY 2025-26
BAJAJHLDNG,2025-05-08,2025-05-15,1,11833.9,12645.35,811.45,11833.9,12645.35,-2.39%,+5.81%,11750.12,10839.25,+8.40%,+6.77%,+15.11%,11747.44,10896.26,+7.81%,Good call,12953.0,2.43%,Wrong early sell,307.65,811.45,FY 2025-26,FY 2025-26
BAJAJHLDNG,2025-05-08,2025-05-15,1,11833.95,12645.35,811.4,11833.95,12645.35,-2.39%,+5.81%,11750.12,10839.25,+8.40%,+6.77%,+15.11%,11747.44,10896.26,+7.81%,Good call,12953.0,2.43%,Wrong early sell,307.65,811.40,FY 2025-26,FY 2025-26
BAJAJHLDNG,2025-05-08,2025-05-15,1,11582.0,12645.35,1063.35,11582.0,12645.35,-2.39%,+5.81%,11750.12,10839.25,+8.40%,+6.77%,+15.11%,11747.44,10896.26,+7.81%,Good call,12953.0,2.43%,Wrong early sell,307.65,"1,063.35",FY 2025-26,FY 2025-26
BAJAJHLDNG,2025-05-08,2025-05-20,1,11582.0,13209.0,1627.0,11582.0,13209.0,-2.39%,+5.81%,11750.12,10839.25,+8.40%,+8.40%,+17.24%,11847.27,10954.13,+8.15%,Good call,12953.0,-1.94%,Good call,-256.00,"1,627.00",FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,1,564.6,537.3,-27.3,564.6,537.3,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.37%,Good call,-44.95,-27.30,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,18,10162.8,9671.4,-491.4,564.5999999999999,537.3,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.37%,Good call,-809.10,-491.40,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,27,15245.55,14507.1,-738.45,564.65,537.3000000000001,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.37%,Good call,"-1,213.65",-738.45,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,2,1129.3,1074.3,-55.0,564.65,537.15,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.34%,Good call,-89.60,-55.00,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,2,1129.3,1074.2,-55.1,564.65,537.1,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.33%,Good call,-89.50,-55.10,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,16,9034.4,8593.6,-440.8,564.65,537.1,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.33%,Good call,-716.00,-440.80,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,6,3387.9,3222.6,-165.3,564.65,537.1,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.33%,Good call,-268.50,-165.30,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,11,6211.7,5908.1,-303.6,564.6999999999999,537.1,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.33%,Good call,-492.25,-303.60,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,1,564.75,537.1,-27.65,564.75,537.1,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.33%,Good call,-44.75,-27.65,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,14,7906.5,7519.4,-387.1,564.75,537.1,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.33%,Good call,-626.50,-387.10,FY 2025-26,FY 2025-26
JASH,2025-05-08,2025-05-20,2,1129.6,1074.2,-55.4,564.8,537.1,-7.86%,+1.56%,582.92,528.85,+10.22%,-8.98%,+0.29%,587.75,533.42,+10.19%,Bad call,492.3500061035156,-8.33%,Good call,-89.50,-55.40,FY 2025-26,FY 2025-26
JLHL,2025-05-08,2025-06-13,2,2937.3,3063.6,126.3,1468.65,1531.8,-3.80%,-0.61%,1504.83,1456.50,+3.32%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.78%,Good call,-24.00,126.30,FY 2025-26,FY 2025-26
JLHL,2025-05-08,2025-06-13,9,13218.3,13786.2,567.9,1468.6999999999998,1531.8000000000002,-3.80%,-0.61%,1504.83,1456.50,+3.32%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.78%,Good call,-108.00,567.90,FY 2025-26,FY 2025-26
JLHL,2025-05-08,2025-06-13,1,1468.7,1531.7,63.0,1468.7,1531.7,-3.80%,-0.61%,1504.83,1456.50,+3.32%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.78%,Good call,-11.90,63.00,FY 2025-26,FY 2025-26
JLHL,2025-05-08,2025-06-13,8,11750.0,12253.6,503.6,1468.75,1531.7,-3.80%,-0.61%,1504.83,1456.50,+3.32%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.78%,Good call,-95.20,503.60,FY 2025-26,FY 2025-26
HCG,2025-05-08,2025-08-05,1,569.05,606.75,37.7,569.05,606.75,+4.89%,+19.07%,531.94,468.60,+13.52%,+10.17%,+17.79%,558.93,522.81,+6.91%,Good call,720.9000244140625,18.81%,Wrong early sell,114.15,37.70,FY 2025-26,FY 2025-26
HCG,2025-05-08,2025-08-05,10,5691.0,6067.5,376.5,569.1,606.75,+4.89%,+19.07%,531.94,468.60,+13.52%,+10.17%,+17.79%,558.93,522.81,+6.91%,Good call,720.9000244140625,18.81%,Wrong early sell,"1,141.50",376.50,FY 2025-26,FY 2025-26
HCG,2025-05-08,2025-08-05,9,5121.9,5462.55,340.65,569.0999999999999,606.95,+4.89%,+19.07%,531.94,468.60,+13.52%,+10.17%,+17.79%,558.93,522.81,+6.91%,Good call,720.9000244140625,18.77%,Wrong early sell,"1,025.55",340.65,FY 2025-26,FY 2025-26
INDHOTEL,2025-05-08,2025-08-08,10,7748.0,7400.0,-348.0,774.8,740.0,-4.03%,+1.11%,779.21,739.58,+5.36%,-2.47%,-4.72%,754.39,772.17,-2.30%,Bad call,746.5499877929688,0.89%,Wrong early sell,65.50,-348.00,FY 2025-26,FY 2025-26
ETERNAL,2025-05-09,2025-05-15,50,11145.0,12129.0,984.0,222.9,242.58,+2.47%,-8.54%,221.66,248.35,-10.75%,+9.07%,-2.45%,222.41,248.67,-10.56%,Good call,333.70001220703125,37.56%,Wrong early sell,"4,556.00",984.00,FY 2025-26,FY 2025-26
HAL,2025-05-12,2025-05-19,3,13792.8,15164.1,1371.3,4597.599999999999,5054.7,+12.15%,+5.35%,3945.46,4200.15,-6.06%,+21.76%,+19.00%,4105.91,4201.10,-2.27%,Good call,4756.7998046875,-5.89%,Good call,-893.70,"1,371.30",FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,1,220.31,227.6,7.29,220.31,227.6,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.25%,Good call,-11.96,7.29,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,3,660.93,682.65,21.72,220.30999999999997,227.54999999999998,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.23%,Good call,-35.73,21.72,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,10,2203.8,2275.5,71.7,220.38000000000002,227.55,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.23%,Good call,-119.10,71.70,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,2,440.76,455.0,14.24,220.38,227.5,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.21%,Good call,-23.72,14.24,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,23,5065.06,5232.5,167.44,220.22000000000003,227.5,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.21%,Good call,-272.78,167.44,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,1,220.27,227.5,7.23,220.27,227.5,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.21%,Good call,-11.86,7.23,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,4,881.12,910.0,28.88,220.28,227.5,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.21%,Good call,-47.44,28.88,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,1,220.28,227.35,7.07,220.28,227.35,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.15%,Good call,-11.71,7.07,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,5,1101.45,1136.75,35.3,220.29000000000002,227.35,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.15%,Good call,-58.55,35.30,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,4,881.32,909.4,28.08,220.33,227.35,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.15%,Good call,-46.84,28.08,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,3,661.02,682.05,21.03,220.34,227.35,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.15%,Good call,-35.13,21.03,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,1,220.34,227.3,6.96,220.34,227.3,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.13%,Good call,-11.66,6.96,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,4,881.4,909.2,27.8,220.35,227.3,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.13%,Good call,-46.64,27.80,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,3,661.08,681.9,20.82,220.36,227.29999999999998,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.13%,Good call,-34.98,20.82,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,4,881.44,909.2,27.76,220.36,227.3,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.13%,Good call,-46.64,27.76,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,5,1101.85,1136.5,34.65,220.36999999999998,227.3,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.13%,Good call,-58.30,34.65,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,4,881.48,909.2,27.72,220.37,227.3,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.13%,Good call,-46.64,27.72,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,8,1762.96,1818.0,55.04,220.37,227.25,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.11%,Good call,-92.88,55.04,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,7,1542.59,1590.75,48.16,220.36999999999998,227.25,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.11%,Good call,-81.27,48.16,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,4,881.52,909.0,27.48,220.38,227.25,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.11%,Good call,-46.44,27.48,FY 2025-26,FY 2025-26
JAGSNPHARM,2025-05-12,2025-05-27,3,661.11,681.75,20.64,220.37,227.25,+1.50%,+5.56%,216.54,208.21,+4.00%,+5.82%,+8.42%,217.14,211.94,+2.45%,Good call,215.63999938964844,-5.11%,Good call,-34.83,20.64,FY 2025-26,FY 2025-26
JUBLFOOD,2025-05-12,2025-06-13,9,6204.15,6088.5,-115.65,689.3499999999999,676.5,+4.34%,+5.69%,665.98,657.50,+1.29%,-0.75%,+2.19%,685.41,665.69,+2.96%,Bad call,595.7000122070312,-11.94%,Good call,-727.20,-115.65,FY 2025-26,FY 2025-26
JUBLFOOD,2025-05-12,2025-06-13,16,11029.6,10824.8,-204.8,689.35,676.55,+4.34%,+5.69%,665.98,657.50,+1.29%,-0.75%,+2.19%,685.41,665.69,+2.96%,Bad call,595.7000122070312,-11.95%,Good call,"-1,293.60",-204.80,FY 2025-26,FY 2025-26
JLHL,2025-05-12,2025-06-13,2,2841.9,3062.5,220.6,1420.95,1531.25,-5.40%,-2.48%,1502.57,1457.58,+3.09%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.75%,Good call,-22.90,220.60,FY 2025-26,FY 2025-26
JLHL,2025-05-12,2025-06-13,1,1420.55,1531.25,110.7,1420.55,1531.25,-5.40%,-2.48%,1502.57,1457.58,+3.09%,+3.95%,+3.35%,1465.43,1473.84,-0.57%,Good call,1519.800048828125,-0.75%,Good call,-11.45,110.70,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,1,570.1,609.05,38.95,570.1,609.05,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.16%,Good call,-116.70,38.95,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,5,2850.5,3044.0,193.5,570.1,608.8,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.13%,Good call,-582.25,193.50,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,1,570.1,608.8,38.7,570.1,608.8,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.13%,Good call,-116.45,38.70,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,1,570.1,608.8,38.7,570.1,608.8,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.13%,Good call,-116.45,38.70,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,1,570.2,608.8,38.6,570.2,608.8,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.13%,Good call,-116.45,38.60,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,10,5701.5,6088.0,386.5,570.15,608.8,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.13%,Good call,"-1,164.50",386.50,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,11,6271.65,6695.7,424.05,570.15,608.6999999999999,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.11%,Good call,"-1,279.85",424.05,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,2,1140.4,1217.4,77.0,570.2,608.7,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.11%,Good call,-232.70,77.00,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,1,570.1,608.7,38.6,570.1,608.7,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.11%,Good call,-116.35,38.60,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,1,570.1,608.7,38.6,570.1,608.7,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.11%,Good call,-116.35,38.60,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,16,9122.4,9739.2,616.8,570.15,608.7,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.11%,Good call,"-1,861.60",616.80,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,12,6841.8,7308.0,466.2,570.15,609.0,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.15%,Good call,"-1,399.80",466.20,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,19,10831.9,11571.0,739.1,570.1,609.0,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.15%,Good call,"-2,216.35",739.10,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,1,570.2,609.0,38.8,570.2,609.0,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.15%,Good call,-116.65,38.80,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,16,9123.2,9744.0,620.8,570.2,609.0,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.15%,Good call,"-1,866.40",620.80,FY 2025-26,FY 2025-26
JASH,2025-05-12,2025-07-22,2,1140.4,1218.0,77.6,570.2,609.0,-1.21%,+8.78%,584.13,530.49,+10.11%,+6.81%,+7.59%,565.55,561.46,+0.73%,Good call,492.3500061035156,-19.15%,Good call,-233.30,77.60,FY 2025-26,FY 2025-26
INDHOTEL,2025-05-12,2025-08-08,14,10737.3,10360.0,-377.3,766.9499999999999,740.0,-1.53%,+3.47%,778.82,741.21,+5.07%,-2.47%,-4.72%,754.39,772.17,-2.30%,Bad call,746.5499877929688,0.89%,Wrong early sell,91.70,-377.30,FY 2025-26,FY 2025-26
INDHOTEL,2025-05-12,2025-08-08,15,11504.25,11100.0,-404.25,766.95,740.0,-1.53%,+3.47%,778.82,741.21,+5.07%,-2.47%,-4.72%,754.39,772.17,-2.30%,Bad call,746.5499877929688,0.89%,Wrong early sell,98.25,-404.25,FY 2025-26,FY 2025-26
INDHOTEL,2025-05-12,2025-08-08,1,766.95,740.0,-26.95,766.95,740.0,-1.53%,+3.47%,778.82,741.21,+5.07%,-2.47%,-4.72%,754.39,772.17,-2.30%,Bad call,746.5499877929688,0.89%,Wrong early sell,6.55,-26.95,FY 2025-26,FY 2025-26
ETERNAL,2025-05-13,2025-05-15,100,23415.0,24258.0,843.0,234.15,242.58,+4.44%,-6.77%,221.79,248.47,-10.74%,+9.07%,-2.45%,222.41,248.67,-10.56%,Good call,333.70001220703125,37.56%,Wrong early sell,"9,112.00",843.00,FY 2025-26,FY 2025-26
ETERNAL,2025-05-13,2025-05-15,16,3717.44,3881.28,163.84,232.34,242.58,+4.44%,-6.77%,221.79,248.47,-10.74%,+9.07%,-2.45%,222.41,248.67,-10.56%,Good call,333.70001220703125,37.56%,Wrong early sell,"1,457.92",163.84,FY 2025-26,FY 2025-26
ETERNAL,2025-05-13,2025-05-15,814,189132.9,197460.12,8327.22,232.35,242.57999999999998,+4.44%,-6.77%,221.79,248.47,-10.74%,+9.07%,-2.45%,222.41,248.67,-10.56%,Good call,333.70001220703125,37.56%,Wrong early sell,"74,171.69","8,327.22",FY 2025-26,FY 2025-26
ETERNAL,2025-05-13,2025-05-19,170,39499.5,41199.5,1700.0,232.35,242.35,+4.44%,-6.77%,221.79,248.47,-10.74%,+6.71%,-4.36%,223.07,248.89,-10.38%,Good call,333.70001220703125,37.69%,Wrong early sell,"15,529.50","1,700.00",FY 2025-26,FY 2025-26
MPSLTD,2025-05-13,2025-05-27,2,4851.1,5302.6,451.5,2425.55,2651.3,-3.50%,+7.71%,2467.11,2210.35,+11.62%,+5.02%,+15.76%,2468.29,2239.38,+10.22%,Good call,2261.0,-14.72%,Good call,-780.60,451.50,FY 2025-26,FY 2025-26
MPSLTD,2025-05-13,2025-05-27,1,2425.55,2650.9,225.35,2425.55,2650.9,-3.50%,+7.71%,2467.11,2210.35,+11.62%,+5.02%,+15.76%,2468.29,2239.38,+10.22%,Good call,2261.0,-14.71%,Good call,-389.90,225.35,FY 2025-26,FY 2025-26
